user,user_profile,date_review,title,rating,type_visit,num_contributions,review,restaurant,review_cleaned,year,month
Max B,maxbR8456VK,2017-08-13,Super bouchon,5.0,family,2,"Très bonne adresse, les entrées et plats sont succulents, nous avons pu découvrir à prix cassé les spécialités lyonnaises. Tout était vraiment très bien, ne pas hésiter ",Le Vieux Lyon,très bonne adresse entrées plat succulent avon découvrir prix cassé spécialités lyonnais tout vraiment très bien hésiter,2017,8
Jerem D,71jeremd,2017-08-13,Excellent repas,5.0,family,16,"Un serveur sympa et pro
Un saucisson lyonnais en entree
Suivi d'une énorme quenelle de brochet
Et enfin une tarte praline .

Un menu 100% lyonnais,  et super bon !
Je recommande !",Le Vieux Lyon,serveur sympa pro saucisson lyonnais entree suivi dune énorme quenelle brochet enfin tarte praline menu lyonnais super bon recommande,2017,8
Adèle V,676ad_lev,2017-08-13,Repas excellent pour toute la fa,5.0,friends,20,"Nous y sommes allés à 4 adultes et 4 enfants, tout le monde a été extrêmement satisfait! Parfaitement parfait !",Le Vieux Lyon,somme allés adultes enfants tout monde extrêmement satisfait parfaitement parfait,2017,8
LeffieM,LeffieM,2017-08-13,Bonne adresse,4.0,couples,12,"Bon accueil. On y mange très bien pour un prix correct 
Nous avons pris le menu lyonnais avec que des spécialités locales 
Rien à redire. La terrasse est au cœur de la rue Saint Jean donc un peu bruyante et on est un peu serré 

",Le Vieux Lyon,bon accueil mange très bien prix correct avon pris menu lyonnais spécialités locale rien redire terrasse cœur rue saint jean donc peu bruyante peu serré,2017,8
Justine C,justinec998,2017-08-12,De passage à lyon,4.0,couples,10,Après une longue marche dans le vieux lyon nous nous sommes arrêtés dans ce petit restau. Beaucoup de monde en ce mois d'août où 2 serveurs seulement courent partout mais excellent service !   Nous nous sommes régalés avec L'assiette du boucher et l'andouillette lyonnaise. Repas de très bonne qualité !  Une adresse qu'il ne faut pas louper !! ,Le Vieux Lyon,après longue marche vieux lyon somme arrêtés petit restau beaucoup monde mois daoût serveurs seulement courent partout excellent service somme régalés lassiette boucher landouillette lyonnaise repas très bonne qualité adresse quil faut louper,2017,8
Sylvie A,sylviea804,2017-08-09,Très bien.,4.0,couples,16,"Nous avons passé un agréable moment dans ce petit bouchon lyonnais! Le cadre, l accueil, le repas. Tout a été parfait. Allez y!!!!

",Le Vieux Lyon,avon passé agréable moment petit bouchon lyonnais cadre accueil repas tout parfait allez,2017,8
Juju N,697jujun,2017-08-08,Excellent excellent,5.0,family,37,Ma petite famille et moi avons été conquis par ce restaurant. Tout nos plats étaient délicieux (plats comme desserts). Mention spécial aux frites et tartes pralines qui sont au top du top. Je recommande vivement ce bouchon au rapport qualité prix genial. ,Le Vieux Lyon,petite famille avon conquis restaurant tout plat délicieux plat comme dessert mention spécial frites tartes praline top top recommande vivement bouchon rapport qualité prix genial,2017,8
Christophe R,215christopher,2017-08-06,Bouchon à bon rapport qualité prix,4.0,family,57,"De passage à Lyon, nous avons dîné en famille dans ce bouchon du vieux Lyon. 
Nos enfants ont prix un menu et nous à la carte avec un plat et un dessert. L'andouillette était très bonne même si je m’attendais à une proportion plus importante. 
80 euros à quatre en tenant compte des boissons pour les enfants et un verre de vin.
Service rapide.",Le Vieux Lyon,passage lyon avon dîné famille bouchon vieux lyon enfants prix menu carte plat dessert landouillette très bonne mattendais proportion plus importante euro quatre tenant compte boissons enfants verre vin service rapide,2017,8
Didier S,100didiers,2017-08-05,Bouchon à recommander,5.0,couples,7,"Malgré l'affluence, personnel super agréable. 
Repas à deux de spécialités lyonnaise (saucisson chaud, salade de museau et pied, quenelle de brochet et andouillettes) bien préparées et bonnes. 
Déco du restaurant remplie d'archives d'affiches de Lyon et de France. 
Avions regardé TripAdvisor avant de venir pour ne pas tomber dans un attrape-touriste, ne regrettons pas ! 
Nous recommandons. 
Attention WC difficiles d'accès, escaliers raides. ",Le Vieux Lyon,malgré laffluence personnel super agréable repas deux spécialités lyonnaise saucisson chaud salade museau pied quenelle brochet andouillettes bien préparées bonnes déco restaurant remplie darchives daffiches lyon france regardé tripadvisor avant venir tomber attrapetouriste regrettons recommandons attention difficiles daccès escaliers raides,2017,8
Marie S,mariesF6156XW,2017-08-03,Un très bon bouchon,5.0,friends,163,"Un petit restaurant qui ne paie pas de mine et qui plus est dans LA rue touristique du vieux Lyon. Les plats sont généreux et simplement délicieux. 
Le patron est accueillant et souriant. Et ce n'est pas si fréquent  !
Un très bon bouchon en somme  !",Le Vieux Lyon,petit restaurant paie mine plus rue touristique vieux lyon plat généreux simplement délicieux patron accueillant souriant nest fréquent très bon bouchon somme,2017,8
Jean Pierre F,706jeanpierref,2017-08-03,Halte bienvenue,4.0,family,7,Un bon petit resto. Le filet mignon de porc était très bien. Une halte à prix doux avec une bonne qualité des plats. À recommander parmi sans doute pas mal de pièges à touristes.,Le Vieux Lyon,bon petit resto filet mignon porc très bien halte prix doux bonne qualité plat recommander parmi sans doute mal pièges touristes,2017,8
Mimi B,520mimib,2017-07-25,Très bon et sympathique,4.0,none,29,"""Petit Bouchon""très sympa.Serveur chaleureux et professionnel.Quenelles lyonnaises succulentes et saucisson lyonnais très bien.Ambiance décontractè.(petit bémol,tables un peu trop serrées en terrasse)Très bon petit restaurant du vieux Lyon!",Le Vieux Lyon,petit bouchontrès sympaserveur chaleureux professionnelquenelles lyonnais succulentes saucisson lyonnais très bienambiance décontractèpetit bémoltables peu trop serrées terrassetrès bon petit restaurant vieux lyon,2017,7
laurent g,696laurentg,2017-07-24,Bon petit resto,5.0,family,40,"Très bon rapport qualité prix, nous avons pris les ravioles en entrée, excellent. 
Le faux filet était super tendre. 
Le serveur était très accueillant et très professionnel. 
Repas à 15€90 très raisonnable. ",Le Vieux Lyon,très bon rapport qualité prix avon pris ravioles entrée excellent faux filet super tendre serveur très accueillant très professionnel repas très raisonnable,2017,7
mcm51530,mcm51530,2017-07-24,super restau !,4.0,couples,12,"accueil très sympa, repas extra : très bon rapport qualité/prix, le touriste n'est pas pris pour un idiot comparé à d'autres endroits, merci !",Le Vieux Lyon,accueil très sympa repas extra très bon rapport qualitéprix touriste nest pris idiot comparé dautres endroits merci,2017,7
Katia G,583katiag,2017-07-22,Bonne surprise dans une rue touristique,4.0,family,19,"On ne s attend pas forcement à trouver un bouchon de qualité dans une rue hyper touristique. Accueil sympathique et efficace du patron et du serveur, cuisine excellente (saucisson chaud, quenelles, andouillette...) et copieuse, une jolie decouverte !",Le Vieux Lyon,attend forcement trouver bouchon qualité rue hyper touristique accueil sympathique efficace patron serveur cuisine excellente saucisson chaud quenelles andouillette copieuse jolie decouverte,2017,7
Patricia R,patriciarT4985EJ,2017-07-19,Pas mal mais...,3.0,couples,27,Repas plutôt bon et copieux mais pas hyper fin. La carte des vins est courte et pas top. Bref pas mal mais je sors un peu déçue. Par contre l'accueil et le service sont top.,Le Vieux Lyon,repas plutôt bon copieux hyper fin carte vins courte top bref mal sors peu déçue contre laccueil service top,2017,7
breumt,breumt,2017-07-16,Diners,4.0,family,3,"Rapport qualité prix rien à redire c'est top. Bel endroit vivant au milieu du quartier du vieux lyon. Le service est de surcroit efficace, souriant et commerçant ce qui agrémente une bien belle soirée. ",Le Vieux Lyon,rapport qualité prix rien redire cest top bel endroit vivant milieu quartier vieux lyon service surcroit efficace souriant commerçant agrémente bien belle soirée,2017,7
Fabienne P,fabiennep968,2017-07-16,Bon petit bouchon typique,4.0,friends,6,"Bonne cuisine, copieuse et avec du goût.
Prix raisonnable.
Seul point (un peu) négatif, le tout petit espace entre les tables. Mais si vous voulez discuter avec les tables voisines, vous êtes au bon endroit :-)",Le Vieux Lyon,bonne cuisine copieuse goût prix raisonnable seul point peu négatif tout petit espace entre table voulez discuter table voisines bon endroit,2017,7
Laura - Laventureuse,laventureuse,2017-07-16,On y mange très bien !,4.0,friends,5,"On y mange très bien mais malheureusement je trouve une l'accueil est tout sauf agréable, c'est limite si on nous a pas ignore à premier lieu puis on nous a mis un petit vent alors que je posais une question au serveur. Je comprend qu'ils soient dans le rush mais ca n'empêche que nous sommes clients (même si nous sommes jeunes). 

Je mets quand même 4 étoiles car c'est vraiment très très bon sans aucune attente. J'ai pris des œufs meurettes c'étaient délicieux ! Et le tout reste raisonnable niveau tarif : 15,90 pour un menu entrée plat ou plat dessert. ",Le Vieux Lyon,mange très bien malheureusement trouve laccueil tout sauf agréable cest limite ignore premier lieu puis petit vent alors posais question serveur comprend quils rush nempêche somme client somme jeunes mets quand étoiles car cest vraiment très très bon sans aucune attente jai pris œufs meurettes cétaient délicieux tout reste raisonnable niveau tarif menu entrée plat plat dessert,2017,7
Vincent D,J4113CDvincentd,2017-07-12,un bon moment !,5.0,none,57,"au milieu de nombres de resto médiocres et chers, celui-ci sort du lot; accueil professionnel et poli, attention discrete et délicate envers le client. les plats sont gouteux, bien présentés. bonne surprise.",Le Vieux Lyon,milieu nombres resto médiocres chers celuici sort lot accueil professionnel poli attention discrete délicate envers client plat gouteux bien présentés bonne surprise,2017,7
Romane F,romanef528,2017-07-03,Bien,3.0,family,7,Serveur agréable et les ravioles étaient très bonnes cependant la viande ( canette et faux filet) étaient froides ,Le Vieux Lyon,serveur agréable ravioles très bonnes cependant viande canette faux filet froides,2017,7
FLAVIE T,FLAVIET_12,2017-07-03,Un petit bouchon comme on les aime...,4.0,couples,253,"Passage au Vieux Lyon pendant la grosse canicule. 
Accueil charmant du serveur qui prend la situation avec beaucoup d'humour.
Nous avons mangé de bonnes salades lyonnaises, c'est trés copieux.
A recommander si vous êtes dans le coin.",Le Vieux Lyon,passage vieux lyon pendant grosse canicule accueil charmant serveur prend situation beaucoup dhumour avon mangé bonnes salade lyonnais cest trés copieux recommander coin,2017,7
Ashe707,Ashe707,2017-07-01,Expérience mitigée,3.0,family,11,"Nous étions à deux et avions tout d'abord commandés deux faux-filets avec frites. La commande est arrivée rapidement mais les faux-filets étaient immangeables, durs, impossible à couper même avec le couteau à viande. Quant aux frites, des allumettes surgelées. Il y avait une dame australienne à côté de nous qui avait commandé la même chose et a eu le même soucis. On a donc réclamé et changé notre commande pour des quenelles qui étaient très bonnes mais on mis vraiment très longtemps à arriver. Pour s'excuser du soucis de la viande, le serveur (patron ?) nous a offert les desserts. Nous avons pris une tarte aux pralines qui n'était pas mauvaise même si la pâte aurait été meilleure fait maison et du fromage blanc avec coulis de fruits rouges. Au moment de payer nous avons réexpliqué ce qui nous était arrivé avec les steaks et le chef est venu nous expliquer qu'il y avait eu un problème avec la viande ce jour-là. Même si nous avons apprécié le geste commercial et que le deuxième plat était bon, nous sommes tout de même restées perplexes devant l'expérience dans son ensemble.",Le Vieux Lyon,deux tout dabord commandés deux fauxfilets frites commande arrivée rapidement fauxfilets immangeables durs impossible couper couteau viande quant frites allumettes surgelées dame australienne côté commandé chose soucis donc réclamé changé commande quenelles très bonnes vraiment très longtemps arriver sexcuser soucis viande serveur patron offert dessert avon pris tarte praline nétait mauvaise pâte meilleure fait maison fromage blanc coulis fruit rouge moment payer avon réexpliqué arrivé steak chef venu expliquer quil problème viande jourlà avon apprécié geste commercial deuxième plat bon somme tout restées perplexes devant lexpérience ensemble,2017,7
mvpayet,mvpayet,2017-06-07,Très bon moment,5.0,friends,68,"Soirée en groupe.  Plats très bons, excellent service et très bon rapport qualité- prix. Je recommande",Le Vieux Lyon,soirée groupe plat très bons excellent service très bon rapport qualité prix recommande,2017,6
Patrick C,S3395OBpatrickc,2017-05-30,Une découverte,5.0,couples,13,"De passage à Lyon nous avons pris la décision de dîner dans le 5ème.
Surprise pour ce petit Resto avec une terrasse derrière le tribunal.
Personnel vraiment très sympa et que dire des plats faits maison.
De la simples frites a la quenelle de brochet en passant par le saucisson lyonnais au vin que je vous conseille vivement tout est excellent.
Pour 2 personnes l ardoise est correcte dans les 65 euros avec apéro plat et dessert.
Je vous le conseille vous ne serez pas déçu.
Amicalement",Le Vieux Lyon,passage lyon avon pris décision dîner ème surprise petit resto terrasse derrière tribunal personnel vraiment très sympa dire plat faits maison simple frites quenelle brochet passant saucisson lyonnais vin conseille vivement tout excellent personnes ardoise correcte euro apéro plat dessert conseille déçu amicalement,2017,5
cathie30000,cathie30000,2017-05-25,Excellent rapport qualité prix,4.0,family,13,"Les ravioles sont un délice !!!!
Allez y sans hésiter !!!!
Le filet mignon de porc excellent et ses frites maison aussi 
Attention parts copieuses !!!",Le Vieux Lyon,ravioles délice allez sans hésiter filet mignon porc excellent frites maison aussi attention part copieuses,2017,5
Elo N,elon554,2017-05-22,De belles retrouvailles,5.0,couples,112,"Quel plaisir nous avons eu de vous retrouver dans ce petit bouchon. Nous sommes heureux de ces retrouvailles sur le plan humain car l'équipe du vieux lyon est vraiment extra en passant du chef, au gérant mais aussi (et surtout ;)) le serveur. Nous vous souhaitons beaucoup de réussite les amis et nous ne manquerons pas de revenir vous voir ;). Nous n'avons pas encore de table attitrée mais à ce rythme, je pense que ça ne serait tarder. Nous sommes également ravis de ces retrouvailles au niveau du goût. Vous êtes au top.  J'ai délaissé mon trio de ravioles pour me concentrer sur ceux aux cèpes; un régal. Quant à la sauce au poivre accompagnant les plats chauds, elle est prodigieuse, exquise, divine.. j'en boirai des litres;). Le trio d'entrée que vous proposez est également un bon moyen de montrer les talents du chef. La cuisine est traditionnelle, efficace, savoureuse et abordable. L'accueil est chaleureux, sympathique et très prévenant. Nous avons pu demander une petite modification dans un plat sans que cela ne pose problème et c'est très appréciable. Bravo.
Nous vous souhaitons plein de clients ravis pour célébrer votre nouvelle aventure avec ce bouchon ;). A bientôt. ",Le Vieux Lyon,quel plaisir avon retrouver petit bouchon somme heureux retrouvailles plan humain car léquipe vieux lyon vraiment extra passant chef gérant aussi surtout serveur souhaitons beaucoup réussite amis manquerons revenir voir navons encore table attitrée rythme pense tarder somme également ravis retrouvailles niveau goût top jai délaissé trio ravioles concentrer ceux cèpes régal quant sauce poivre accompagnant plat chauds prodigieuse exquise divine jen boirai litre trio dentrée proposez également bon moyen montrer talent chef cuisine traditionnelle efficace savoureuse abordable laccueil chaleureux sympathique très prévenant avon demander petite modification plat sans cela pose problème cest très appréciable bravo souhaitons plein client ravis célébrer nouvelle aventure bouchon bientôt,2017,5
Patrick H,308patrickh,2017-05-22,Pour une 1er fois un lyonnais,5.0,couples,1,"C'est du bonheur ce restaurant, serveurs très sympa et le repas très bon pour le menu lyonnais à 18€90 à conseiller à tous , foi de ch'timi ",Le Vieux Lyon,cest bonheur restaurant serveurs très sympa repas très bon menu lyonnais conseiller tous foi chtimi,2017,5
Virginie V,682virginiev,2017-05-20,Cuisine parfaite et très bon accueil,5.0,couples,33,L'accueil était vraiment sympathique et la cuisine typiquement lyonnaise parfaite. Le rapport qualité prix est excellent ,Le Vieux Lyon,laccueil vraiment sympathique cuisine typiquement lyonnaise parfaite rapport qualité prix excellent,2017,5
Philae2008,Philae2008,2017-05-20,Le respect du client a aussi de l'importance....,3.0,couples,70,"Quand tu as envie de prendre un peu de plaisir à table et que tu commande un verre de Croze Hermitage plutôt qu'un côte du Rhône de base, que le vin que le serveur t'apporte a un goût de vin de table, que lorsqu'on te demande ton avis tu en fait part, que le serveur t'apporte un nouveau verre, c'est d'abord un ressenti positif qui s'exprime. Mais quand le nouveau verre a le même goût que le premier et que par politesse (car après tout ce n'est pas très grave et la cuisine est bonne) tu réponds qu'il est meilleur, et que le serveur ne joue pas le jeu et t'annonce avec un grand sourire ironique  qu'en fait c'est le même (sous entendu que tu n'y connais rien !), ce manque de tact t'enlève toute envie de revenir ! Conclusion : la nourriture est correcte (mais pas plus que dans de nombreux autres ""Bouchons"" du quartier), le vin au verre (en cubitainer derrière le bar) est médiocre, et au moins un serveur  prends ses clients pour des C... !",Le Vieux Lyon,quand envie prendre peu plaisir table commande verre croze hermitage plutôt quun côte rhône base vin serveur tapporte goût vin table lorsquon demande avis fait part serveur tapporte nouveau verre cest dabord ressenti positif sexprime quand nouveau verre goût premier politesse car après tout nest très grave cuisine bonne réponds quil meilleur serveur joue jeu tannonce grand sourire ironique quen fait cest sou entendu connais rien manque tact tenlève toute envie revenir conclusion nourriture correcte plus nombreux autres bouchons quartier vin verre cubitainer derrière bar médiocre moins serveur prends client,2017,5
Vanes,443vanessat,2017-05-14,Excellent et typique,5.0,family,22,"Très bon restaurant avec un menu très bon rapport qualité prix.
Les ravioles sont très bonne , frites maison , crème brûlée excellente
Avec des serveurs très sympathiques, serviables et avec le sourire 
",Le Vieux Lyon,très bon restaurant menu très bon rapport qualité prix ravioles très bonne frites maison crème brûlée excellente serveurs très sympathiques serviables sourire,2017,5
Nils C,762nilsc,2017-05-10,Tarpain bon !,5.0,couples,1,"Alors le repas pour commencer, très bien garni, des saveurs bien maîtrisées, un rapport qualité/prix tout juste parfait, ajouter a cela la flûte de champagne offerte avant 12h30 que dire de mieux ?",Le Vieux Lyon,alors repas commencer très bien garni saveurs bien maîtrisées rapport qualitéprix tout juste parfait ajouter cela flûte champagne offerte avant dire mieux,2017,5
Rapf,rapffff,2017-05-09,Très bon,5.0,couples,145,"Un vrai bouchon lyonnais avec des plats de bonnes qualités et de bonnes factures, je le recommande et vous conseille d'éviter les restaurant de la rue saint Jean avec les rabatteurs. Ici pas besoin de rabatteur, ce restaurant est de qualité ",Le Vieux Lyon,vrai bouchon lyonnais plat bonnes qualités bonnes factures recommande conseille déviter restaurant rue saint jean rabatteurs ici besoin rabatteur restaurant qualité,2017,5
Loïc F,lo_cf622,2017-05-08,Super restau dans le vieux Lyon,5.0,couples,36,"On y mange très bien dans ce restaurant.
Le service est exemplaire, on a très bien était accueilli et très bien servi aussi durant tout le repas.
La tarte à la praline fût la meilleure que l'on est mangé lors de notre séjour à Lyon.
Les plats sont succulent pour un tarif tout a fait raisonnable : apéritif+entrée + plat + dessert pour 2 personnes on en a eu pour environ 55 euros.
Bon appétit ^^",Le Vieux Lyon,mange très bien restaurant service exemplaire très bien accueilli très bien servi aussi durant tout repas tarte praline meilleure lon mangé lors séjour lyon plat succulent tarif tout fait raisonnable apéritifentrée plat dessert personnes environ euro bon appétit,2017,5
ericleonardi2016,ericleonardi2016,2017-05-06,Un bon bouchon,4.0,friends,61,"Un bon menu, des bons produits, un cadre sympa pour un bon moment, hormis un serveur légèrement peu aimable... mais à faire quand même.",Le Vieux Lyon,bon menu bons produits cadre sympa bon moment hormis serveur légèrement peu aimable faire quand,2017,5
Choupinetty,Choupinetty,2017-05-05,Un petit bouchon aux petits oignons 😋,5.0,couples,21,"Pour notre petit séjour découverte de Lyon nous cherchions un petit bouchon ou se restaurer dans le joli quartier du vieux Lyon avant de grimper à la Fourvière! 
La diversité de la carte nous à donner l'eau à la bouche..alors sans hésitation nous avons franchis la porte de ce joli restau...et nous n'avons pas etait déçu. 
Service excellent, les plats étaient très très bons. Nous sommes ressortis le ventre bien rond 😊
",Le Vieux Lyon,petit séjour découverte lyon cherchions petit bouchon restaurer joli quartier vieux lyon avant grimper fourvière diversité carte donner leau bouchealors sans hésitation avon franchis porte joli restauet navons etait déçu service excellent plat très très bons somme ressortis ventre bien rond,2017,5
575gepe,575gepe,2017-05-03,Bon Moment,4.0,couples,33,"Très bon accueil, ambiance jazz, nombreux posters ""nostalgie"", nous avons fait un bon repas a deux, simple, local ,réussi, copieux 
Nous reviendrons sans faute",Le Vieux Lyon,très bon accueil ambiance jazz nombreux poster nostalgie avon fait bon repas deux simple local réussi copieux reviendrons sans faute,2017,5
Jean Louis P,jeanlouisp878,2017-05-02,Bon bouchon,5.0,couples,4,"Très bon bouchon... service et cuisine sympa - à recommander - et on ne vous attend pas à la porte pour vous ""alpaguer""",Le Vieux Lyon,très bon bouchon service cuisine sympa recommander attend porte alpaguer,2017,5
Heloise3364,Heloise3364,2017-05-02,Bon bouchon,4.0,friends,32,"Nous avions réservés pour 7 un dimanche soir veille de jour férié. Le restaurant fut complet. Nous avons passé un bon moment ! Les plats typiques saucissons chauds, tablier de sapeur etc étaient très bons. Le serveur nous a accueilli avec sourire et service sympathique ! Côté tarifs, il y en a pour toutes les bourses (menu de base à 19euros).",Le Vieux Lyon,réservés dimanche soir veille jour férié restaurant complet avon passé bon moment plat typiques saucissons chauds tablier sapeur etc très bons serveur accueilli sourire service sympathique côté tarifs toutes bourse menu base euro,2017,5
christophe r,christopher816,2017-04-30,Un peu déçu ...,3.0,couples,4,"Je me faisais une joie d'emmener mon amie dans un vrai bouchon lyonnais;
l'accueil a été réduit au strict minimum (il y avait du monde mais un vrai bonjour accompagné d'un sourire ne prend pas plus de temps) ...
En ce qui concerne les plats, les oeufs meurettes baignait dans une sauce très (trop) diluée, l'un des oeufs était encore translucide, bref pour moi qui adore saucer avec du pain, je suis resté sur ma faim.
Le gateau de foie de volaille était un peu sec au goût de mon amie, le filet mignon sauce moutarde était lui parfait !
J'avais sans doute mis la barre un peu haut, me souvenant d'un poulet sauce vinaigre et d'une autre aux écrevisses, dégustés dans d'autres bouchons lyonnais et qui ont marqué à jamais ma mémoire de ""gourmand dégustateur ""...",Le Vieux Lyon,faisais joie demmener amie vrai bouchon lyonnais laccueil réduit strict minimum monde vrai bonjour accompagné dun sourire prend plus temp concerne plat oeufs meurettes baignait sauce très trop diluée lun oeufs encore translucide bref adore saucer pain resté faim gateau foie volaille peu sec goût amie filet mignon sauce moutarde parfait javais sans doute barre peu haut souvenant dun poulet sauce vinaigre dune autre écrevisses dégustés dautres bouchons lyonnais marqué jamais mémoire gourmand dégustateur,2017,4
violette119,violette119,2017-04-30,Convenable,3.0,family,53,"Ce que nous avons mangé était bon, mais sans plus, les plats manquent de saveur. Le dessert était réussi.  Service rapide.",Le Vieux Lyon,avon mangé bon sans plus plat manquent saveur dessert réussi service rapide,2017,4
Carol,carolmb89,2017-04-30,Très bon bouchon typique,4.0,family,15,"Bon bouchon lyonnais , bien situé ! Nous étions 6, avec les enfants qui ont été très bien servi et vite . Plat vraiment très bon nous nous sommes RÉGALÉS ! C'était super bon !!! Merci ! ",Le Vieux Lyon,bon bouchon lyonnais bien situé enfants très bien servi vite plat vraiment très bon somme régalés cétait super bon merci,2017,4
Philippe S,philippes215,2017-04-29,Le vieux lyon,5.0,couples,1,Super repas ce soir (29 avril) et super service.pas du tout un arnaque a touriste.les plats sont bon et le service trés efficace et rapide.je reviendrai trés volontiers!,Le Vieux Lyon,super repas soir avril super servicepas tout arnaque touristeles plat bon service trés efficace rapideje reviendrai trés volontiers,2017,4
Odile B,551odileb,2017-04-27,Bon petit bouchon,4.0,couples,27,"Accueil sympathique dans un Cadre très bouchon . Nappe rouge à carreaux 
Bon Morgon en fillette 
Prix raisonnable pour la qualité produite
Pas un attrape touristes 
Juste une petite chose, patron et serveurs devraient sourire un peu plus.
A faire sans hésiter ",Le Vieux Lyon,accueil sympathique cadre très bouchon nappe rouge carreaux bon morgon fillette prix raisonnable qualité produite attrape touristes juste petite chose patron serveurs devraient sourire peu plus faire sans hésiter,2017,4
Klouanne,Klouanne,2017-04-26,Déjeuner en couple,3.0,couples,22,"Le - :La seconde salle au sous sol est tres petite 
 Elle manque  de charme ,
Le prix des menus reste un tres bon rapport qualité prix",Le Vieux Lyon,seconde salle sou sol tres petite manque charme prix menu reste tres bon rapport qualité prix,2017,4
Poopey M,poopeym,2017-04-24,déjeuner touristique,4.0,couples,24,"Déjeuner avec mon compagnon, lors de notre visite à lyon.
Nous avons pris apéro maison ( à la châtaigne) qui est très bon. 
Le plat du jour c'était frites maison et faux filet sauce maître d’hôtel. Le repas était plutôt bon, mais les quantités très légères je trouve. Pour moi qui suis une petite mangeuse c'est correct, mais pour une personne ayant un bon appétit je pense que c'est trop léger.
Ensuite mousse au chocolat en dessert ( pour le coup, en grosse quantité), qui était très bonne ! 
Le conseil pour les personne ayant très faim ou bon appétit, entrée + plat + dessert, pour ne pas ressortir en ayant encore faim :)",Le Vieux Lyon,déjeuner compagnon lors visite lyon avon pris apéro maison châtaigne très bon plat jour cétait frites maison faux filet sauce maître dhôtel repas plutôt bon quantités très légères trouve petite mangeuse cest correct personne bon appétit pense cest trop léger ensuite mousse chocolat dessert coup grosse quantité très bonne conseil personne très faim bon appétit entrée plat dessert ressortir encore faim,2017,4
vinie260,vinie260,2017-04-23,Bon resto...,4.0,none,50,"Bon restaurant mais petit...
Nous avons la mauvaise surprise de trouver des cristaux de verre dans la salade mais cela peut arriver... le patron était très embêtè et nous a offert la salade. J'ai trouvé cela très commerical... Les repas étaient très bon, produits frais...",Le Vieux Lyon,bon restaurant petit avon mauvaise surprise trouver cristaux verre salade cela peut arriver patron très embêtè offert salade jai trouvé cela très commerical repas très bon produits frais,2017,4
Marybernarindy,Marybernarindy,2017-04-23,vraiment moyen,2.0,none,87,"escargots tellement cuits qu'on arrivait pas à les décoller, la soupe à l'oignon qui avait un gout de cramé ",Le Vieux Lyon,escargot tellement cuits quon arrivait décoller soupe loignon gout cramé,2017,4
William F,Will95120,2017-04-17,Un bon p'tit bouchon !,5.0,couples,198,"Nous avons dîné en terrasse, la nourriture était bonne, salade lyonnaise bien fournie et andouillette frite maison
Attention le service dépote c'est du rapide
Et d'ailleurs vu le nombre de sac à patates que j'ai vu en allant aux toilettes aucun doute que les frites sont bien maison ! :)
Rempli le contrat d'un bouchon lyonnais, bons produits pas cher en quantité, je recommande",Le Vieux Lyon,avon dîné terrasse nourriture bonne salade lyonnaise bien fournie andouillette frite maison attention service dépote cest rapide dailleurs nombre sac patates jai allant toilette aucun doute frites bien maison rempli contrat dun bouchon lyonnais bons produits cher quantité recommande,2017,4
Michel L,519michell,2017-04-15,Au top,5.0,family,34,"Quoi dire sur ce restaurant.  Service génial. Un serveur plein d'humour. Un service rapide et efficace la nourriture au top. De passage sur LYON pour le week-end nous nous sommes arrêtés par hazard. Il a bien fait les choses. Je conseil 
Merci à l'équipe. Nous reviendrons. ",Le Vieux Lyon,quoi dire restaurant service génial serveur plein dhumour service rapide efficace nourriture top passage lyon weekend somme arrêtés hazard bien fait choses conseil merci léquipe reviendrons,2017,4
Roustine_Bako,Roustine_Bako,2017-04-15,Rapide et efficace,3.0,couples,43,"Un bouchon lyonnais tout fait maison et très bon. En revanche le service était un peu ""expéditif"" (45 min entre l'installation à table et le paiement de l'addition pour plat+dessert+café) et les portions des plats peu généreuses. ",Le Vieux Lyon,bouchon lyonnais tout fait maison très bon revanche service peu expéditif min entre linstallation table paiement laddition platdessertcafé portion plat peu généreuses,2017,4
Amélie D,645am_lied,2017-04-13,Bouchon sympa,4.0,couples,30,"Petit bouchon pas si petit
Place en terrasse, a l'intérieur et salle en sous sol
Service agréable, prix raisonnables, 
On s'est régalés
Mention spéciale pour les frites maisons
",Le Vieux Lyon,petit bouchon petit place terrasse lintérieur salle sou sol service agréable prix raisonnables sest régalés mention spéciale frites maisons,2017,4
Julia RGB,jG1116IZ,2017-04-11,Magnifique !,5.0,couples,19,"Le Vieux Lyon est incontournable quand on se rend dans cette superbe ville. En effet, c'est un endroit plein de charme, historique qui vous permettra d'admirer son architecture typique et de visiter musées et petites boutique toutes aussi typique les unes que les autres !",Le Vieux Lyon,vieux lyon incontournable quand rend cette superbe ville effet cest endroit plein charme historique permettra dadmirer architecture typique visiter musées petite boutique toutes aussi typique unes autres,2017,4
Davy A V,Deedy94,2017-04-08,Service médiocre,1.0,friends,106,Rien de spécial. Il y a meilleure table à Lyon c'est sur. En plus je ne sais pas si c'était exceptionnel mais le serveur n'était pas du tout aimable. On avait l'impression de le déranger. ,Le Vieux Lyon,rien spécial meilleure table lyon cest plus sais cétait exceptionnel serveur nétait tout aimable limpression déranger,2017,4
