,user,user_profile,date_review,title,rating,type_visit,num_contributions,review
283,joyeuxbernard,joyeuxbernard,20 novembre 2013,Quand le chef vous donne la becquée,4.0,solo,108,"Déco originale, accueil souriant, petit volume (25 places).

J'ai apprécié ce moment autour d'un plateau de sushi, et surtout le moment ou le chef viens vous expliquer l'art de la dégustation du plat.

Après vous avoir expliqué la chronologie de dégustation des mets, il c'est saisis de mes baguettes et m'a donné la becquée, il a attrapé le sushi, l'a saucé et me l'a posé sur la langue.

J'aimerais plus souvent trouver ce désir de faire partager sa cuisine avec ses clients.

Merci."
284,Adrien G,AdrienG490,13 novembre 2013,Valeur sûre,5.0,No information,33,Nous nous rendons environ une fois par an dans ce restaurant qui représente pour nous le must de ce qu on peut espérer en sushis sur Lyon. Les plats sont préparés sur place après prise de la commande ce qui explique le petit délais d'attente ainsi que le fait que jusqu'à présent le chef ne fasse pas de vente à emporter en argumentant que ses sushis se dessécheraient. Les saveurs sont parfaites et la fraîcheur irréprochable. Le petit côté tradition du Chef présentant ses poissons et la manière de les manger est très sympa. Cadre sobre et personnel agréable et discret.  A recommander dans hésitation. Rapport qualité prix honnête si l'on comprend que ce ne sont pas des plats type chaîne de sushis. 
285,dominiqu f,dominiquf,31 octobre 2013,Il y a sushis et sushis,4.0,couples,5,"4e fois que je prends le menu Bento (39,00€). Je peux pas m'en empêcher. C'est cher mais c'est bon. Sourires timides et respectueux du personnel, l'ambiance intimiste qui change des restos bruyants. La démonstration du chef (rincer la bouche avec gingembre) m'éclate à chaque fois. J'aime (pas trop souvent, ma banquière est contre)."
286,MarineCt,MarineCt,14 octobre 2013,MMMMMMMMMMMMMmmmmmmmmmmmmmmmmm!,5.0,family,34,"3ème fois que j'y vais et 3ème fois que je ne suis pas déçue par la qualité des aliments!
Menus très raffinés composés de poissons frais.
Personnel très accueillant et à l'écoute. 
Mon coup de coeur pour les sauces !!
Bémol: le prix"
287,Caro L,CarolineA545,13 octobre 2013,Excellent,5.0,couples,138,"Vous voulez manger Japonais? c'est ici qu'il faut aller!
Décor sympa et dépaysant, personnel attentionné, belle présentation des plats.
Je recommande!"
288,Cyril C,cyrilc516,11 octobre 2013,Incontournable !,5.0,friends,28,"Si vous aimez manger japonais, vous ne le regretterez pas

ambiance assez typique, le repas sera raffiné et exigeant 

la qualité et les papilles ce régale, ce qui justifie le prix, on n'y mange pas tout les jours, mais pour ce faire plaisir."
289,avavavavav,avavavavav,23 septembre 2013,Excellent,5.0,none,178,"Amatrice de cuisine japonaise je ne passe pas un mois sans aller dans ce restaurant. Tout est frais, très souvent complet pensez à réserver. Pour moi le meilleur restaurant japonais de Lyon. Menu susuki ou ebi sont mes préfères! Il est vrai que ce n'est pas donné mais la qualité à un prix. A faire!!!"
290,Lucie D,637lucied,9 septembre 2013,Divin,5.0,couples,16,"L'ambiance, la présentation, la fraîcheur, la saveur, tout y est. Cours du chef pour savoir déguster les sushis. Un vrai bonheur."
291,Pperpot,Pperpot,28 août 2013,Un peu cher,4.0,couples,123,"Très bon restaurant japonnais, décor extra, accueil parfait et sushis de grande qualité. Mais attention à la note, plutôt salée....et la carte n'est pas très variée, par contre, des desserts originaux sont proposés. Si vous êtes fan de brochettes, vous serez déçu, seulement 3 sortes sont proposées (poisson et crustacés). Les rolls se dégustent uniquement en menus ainsi que les makis, et le chef n'est pas là pour vous arranger si vous souhaitez modifier le menu (jusqu'à 38 euros sans dessert).
En arrivant nous étions deçus par la carte, et finalement, nous sommes reparti comblés par le menu que nous avions choisi et qui nous a permis d'aborder la cuisine japonaise différemment et de gouter autre chose."
292,Laura G,361laurag,26 août 2013,Un excellent restaurant japonais mais un peu cher,4.0,couples,21,"Plus souvent habituée aux chaînes de restaurants de sushis, j'ai découvert pour la première fois un vrai restaurant japonais digne de ce nom.
Les california rolls sont excellents. Le chef vient nous expliquer en personne comment manger les sushis. La décoration est originale et soignée jusqu'au moindre détail (même jusqu'aux WC!).
Seul hic : la note un peu salée...."
293,tegLyon,tegLyon,25 août 2013,Déçu,3.0,family,7,"Je décide de revenir  dans un restaurant qui m'avait la première fortement impressionné :
déco intimiste et originale, accueil professionnel et des mets de grande qualité.

Nous sommes 3 et commençons par un apéro  soit: une bière et deux cocktails maison. Rien à dire sur la bière mais le cocktail à base de crémant (ou de mousseux ?) est amer et presque imbuvable.
Arrive le moment de passer nos commandes. Ce sera pour chacun de nous un ‘bento’ : assortiment de poissons et de viandes crues, de sushis, de légumes frits ou crûs et de makis. Les bentos arrivent et à part un sushi à l’omelette ‘japonaise’ qui fait figure d’intrus sur le plateau, je trouve les mets  aussi bons que la première fois : frais, variés et goûteux. Tout cela est précis et bien arrangé. 

Mais l’attente des plateaux a été est un peu longue :  environ ½ heure et a entamé notre faim. Alors nous abrégeons notre repas en ne prenant  pas de dessert. 
Arrive le moment de l’addition, et nous nous permettons une réflexion sur la qualité de l’apéro. Visiblement la serveuse n’est  pas réceptive à nos remarques et à l’air de prendre cela avec beaucoup de suspicion. Tans pis, nous nous attendions à une meilleure réceptivité de sa part.

Alors cette fois ci contrairement à la première fois, le montant de l’addition a du mal à passer."
294,pierre J,682pierrej,15 août 2013,Tres bien....,5.0,solo,5,Ambiance intime très sympa et qualité des plats au top! Un peu cher mais les produits frais donc pas de surprise. Les sushis été sublime au tous cas!!!
295,Le Bourreau de Lyon,LyonBourreau,12 août 2013,Une excellente adresse pour les débuts de mois,4.0,couples,356,"Sans aucun doute le restaurant japonais de Lyon. Des plats d'une finesse et d'une rare qualité mais à un prix effrayant (à deux sans excès et avec les menus les plus simples avec deux bières pour un total de près de 80 euros). 

Des conseils et un accueil soigné. 

Une excellente adresse pour qui débute son mois ou un portefeuille assez garni pour l'emmener au parc Ueno."
296,Bourbojul,Bourbojul,12 août 2013,Japonnais de grande qualité,5.0,couples,21,"L'accueil est très chaleureux. Le décor soigné et dépaysant.
Les plats sont de grandes qualités, fins et délicieux. On est loin ici des chaines à sushi qu’on le voit de partout.
Seul regret, le prix qui est un peu élevé. Mais la qualité se paye."
297,dystroy,dystroy,10 août 2013,"Un peu trop classique, peut-être, mais parfaitement exécuté",5.0,couples,92,"Pas d'originalité, ici. Il s'agit d'un restaurant à sushis et sashimis, aussi classique et traditionnel qu'il est possible de l'être, mais avec une différence de taille par rapport à la quasi totalité des restaurants proposant ces plats : la qualité. Qualité du poisson bien sûr mais plus généralement de tous les ingrédients, on se laisse même surprendre par le goût des filaments de navet.

Une qualité qui se paye, le menu wasabi étant à 43 €, sans le thé. Mais on ne regrette pas la dépense. Pour ce prix le restaurant se permet de ne pas mettre de grosses quenelles de riz sous les sushis mais de laisser la place majeure au poisson.

Notons qu'il n'est pas forcément évident de se faire comprendre, la maîtrise du Français par le chef et les serveuses étant assez limité. J'ai tout de même pu faire comprendre que ma femme était allergique aux œufs et cette allergie a été parfaitement gérée, avec un remplacement des plats problématiques du menu.

Au rang des imperfections, je noterai d'abord la lenteur du service. Lorsque l'on doit attendre très longtemps et souvent entre des plats qui parfois ne contiennent que deux sushis, on finit par se lasser. On a beau passer pas mal de temps à détailler la décoration assez originale du lieu, c'est vraiment long.

Ensuite, on est tout de même un petit peu déçu du manque d'audace. On aurait aimé trouver un peu plus de touches originales comme cette petite sauce à la pomme et au yuzu sur un sushi au saumon.

Mais ne vous y trompez pas, malgré ces réserves, on est dans l'exceptionnel. On en vient même à comprendre la raison de certains sushis qui d'ordinaire apparaissent... ordinaires justement, comme ce sushi à l'anguille au goût si fin."
298,marie r,213marier,9 août 2013,Trés bon restaurant,4.0,couples,4,"Un restaurant japonais extra, jamais déçu quand on y va, cuisine japonaise exquise.je le recommande, en plus prix correct et une bonne ambiance dans ce restaurant."
299,mattmatt73,mattmatt73,6 août 2013,les meilleurs sushis de la ville,5.0,friends,121,"Je fréquente depuis des années ce restaurants avec des amis.

On doit pouvoir dire que se sont les meilleurs de la ville.

On y trouve d'ailleurs souvent des japonnais et des coréens vivant à Lyon venant y manger.

Le patron est seul à la cuisine, aidé de sa famille pour le service.

C'est long, mais c’est bon, vraiment bon.

On vous présente les sushis dans l'ordre qu'il faut les manger pour pouvoir les apprécier.

Ce n'est pas donné question prix, mais ça les vaut. De toutes façons, les bons sushis, ça ne coute pas 5€ le plateau"
300,matt2162,matt2162,29 juin 2013,Génial !,5.0,none,19,"Un resto japonais comme on en trouve peu, des plats exquis et un service incroyable, le personnel est prêt à vous faire partager tous les secrets de la cuisine japonaise ! La déco est très épurée et l'ambiance très bonne. Les prix sont corrects, ce qui vaut a ce restaurant mon coup de cœur de l'année !"
301,Max C,194maxc,27 juin 2013,Très bon Japonais,5.0,couples,13,Les plats étaient parfaits. Bien au dessus des autres restaurants japonais que nous avons essayés par le passé.
302,Nina M,NinaM736,24 juin 2013,Un menu japonais qui change du sushi-shop lambda,5.0,friends,8,"Venir au Wasabi, c'est vouloir bien manger japonais. Quitte à y mettre un peu d'argent : le menu n'est pas donné, qu'on se le dise.
Mais il est franchement délicieux : du froid, du chaud, apporté un par un sur la table.
Les serveuses et même le chef viendront vous guider dans votre dégustation : comment manger vos plats, avec quelle sauce, dans quel ordre... Si vous ne vous sentez pas aggresser par cette intrusion dans votre repas, vous pourrez profiter pleinement de l'expérience.
Amoureux du sucré, passez votre chemin : les desserts ne sont clairement pas le corps de métier de la maison, et sont décevant. En revanche, les curieux de nouvelles saveurs pourront prendre le thé Yuzu en dessert : sucré et acide, j'ai adoré."
303,agnesdMontevideo,agnesdMontevideo,17 juin 2013,Les seuls sushis dignes de ce nom à Lyon,5.0,friends,15,"Les sushis y sont simplement parfaits. La fraîcheur est remarquable, la qualité des poissons exceptionnelle. Une belle découverte."
304,69julie,69julie,17 juin 2013,Une véritable découverte,5.0,friends,17,Je suis une habituée des restaurants japonais et une amatrice de sushis. Mais je dois dire que celui ci sort du lot pour moi. Il reste jusqu’à présent le meilleur des japonais. Le chef à prit le temps de venir nous faire une démonstration de la dégustation traditionnelle des sushis. Les produits sont frais et de bonne qualité. Un moment de pur plaisir et très dépaysant. Je vous le conseil fortement!!
305,JoeGrudler,JoeGrudler,3 juin 2013,Les meilleurs sushis de Lyon,5.0,couples,9,"Peu d'originalité pour cet avis, mais l'évidence : après avoir tenté de nombreuses adresses servant des sushis à Lyon, le wasabi reste une référence incontournable pour moi. Après plus de 5 visites, en couple, en famille ou entre amis, que des satisfactions à l’issue des dégustations."
306,renaudbb01,renaudbb01,22 mai 2013,"""Le"" Japonais qu'il faut découvrir à Lyon !",5.0,couples,109,"Je souscris pleinement à l’attribution de la palme du meilleur japonais de Lyon à Wasabi. Et pour avoir mangé (soi-disant) japonais un peu partout dans le monde, notre belle ville n’a pas à rougir d’accueillir ici une vraie cuisine japonaise, soignée, servie qui plus est dans un décor aussi surprenant que dépaysant. Une récente critique déçue d’un genevois se plaignait du « bentho servi dans un plat compartimenté un peu lourd ». Alors, déjà, c’est « bento », et précisément, le plat en question EST le bento. Comme quoi, l’initiation que le chef propose aux convives est sans doute utile à certains...  Il est quoi qu’il en soit particulièrement appréciable de voir le chef venir nous donner des explications sur l’ordre de dégustation de chaque élément du bento (définitivement le menu à choisir quand on vient ici pour la première fois),  et indiquer quels pièces déguster avec de la sauce, quelle autre pièce à déguster nature, entre quelles pièces manger un peu de navet ou boire un peu de soupe pour se rincer la bouche et ainsi apprécier toutes les saveurs délicates (c’est sur que ceux qui ne connaissent que le sushi standard noyé dans la sauce soja et les brochettes bœuf/fromage doivent être un peu perdus – et pour les « épices et les saveurs exotiques », notre helvète grognon confond sans doute avec les restaurants thaïs !). Le bento, justement, est un assortiment très varié entre cru, frit, mijoté, du poisson, de la viande, des légumes, qui donnent un aperçu délicieux de cette cuisine délicate. Et mon dieu, que ca change des sempiternels sushis thon/saumon et autres makis trop secs de tant de « chaponais », ces usines à sushis tous pareils concoctés par des chinois volontaires mais définitivement pas japonais. Alors, oui, le service est un peu lent, on est vite à 100 euros à deux, mais ces 100 euros là vous laisseront nettement plus de souvenirs que les 60 que l’on laisse chez les divers Sushi shops plus ou moins inspirés du centre ville… Sur ce… Itadakimasu !"
307,Roane L,RoaneL,19 mai 2013,Un restaurant japonais en fin de compte médiocre,2.0,couples,74,"On cherchait un très bon restaurant japonais à Lyon. Adeptes de cette cuisine, nous avons lu beaucoup d'avis ici et là et sommes arrivés au Wasabi. Quelle déception ! Je resterai dans l'assiette même si le décor autour n'était déjà pas à mon goût (guirlandes qui rappellent plus Noël que le Japon dépouillé). Nous avons donc choisi le menu ""Bentho"" (39€) pour goûter à tout. Les sushis, les sashimis, le poisson grillé, le frit, tout cela est proposé dans un plat rectangulaire compartimenté noir et rouge (assez lourd et moche). La présentation des aliments est rudimentaire, voire même peu soignée. On n'est loin de certaines superbes présentations de plats japonais. Le citron est coupé grossièrement et lancé sur le gros tas de radis émincé, sur lequel se battent 4 minuscules morceaux de saumon cru. Le poisson grillé est coupé en gros carrés. Je ne parle même pas des crevettes et de la courgette frites qui ressemblaient à un plat américain ! Mais le goût, direz-vous ?Fade, fade et encore fade. Pas de saveurs, pas de goût. Certes le poisson cru était frais (c'est la moindre pour le prix !), mais quelle fadeur générale. Pas d'épices, de saveurs exotiques, rien ! En lisant encore les avis dithyrambiques, je lis ""initiation"", ""on nous montre les baguettes""... Vrais amateurs de restaurant japonais, allez voir ailleurs car le rapport qualité/prix est ici vraiment trop médiocre."
308,Louis G,58michelg,7 mai 2013,Sans aucun doute le meilleur japonais de Lyon,5.0,friends,56,"à l'occasion de ma seconde visite dans ce restaurant (accompagnés d'amis asiatiques, j'ai dû abandonner ce qui restait de mon amour-propre pour m'essayer au maniement des baguettes face à eux...), j'ai eu le plaisir de constater que rien n'avait changé, le personnel est des plus avenants, disponible sans être envahissant, le chef prendra le temps de vous expliquer, avec force pédagogie comment déguster les excellents sushis, makis et autres california rolls, découpés à la perfection que l'on vous servira. Les menus satisferont même les gros mangeurs, ce qui est plutôt rare dans un japonais. Le cadre est aussi des plus agréables, cosy sans tomber dans le cucul ni dans l'impersonnel. Quant au prix, il demeure plus élevé que dans d'autres japonais, mais il m'est arrivé bien peu de fois de sortir aussi satisfait d'un restaurant pour une grosse trentaine d'euros et l'on ne saurait saluer suffisamment la fraîcheur, et la qualité des produits, ainsi que le travail du chef.
A tester absolument!"
309,Julie25052010,Julie25052010,27 mars 2013,Excellent !,5.0,couples,51,"LE meilleur restaurant japonais de Lyon !
- Fraîcheur et qualité des produits
- Service simple, disponible et attentif
- Inititation à la dégustation par le chef pour les novices
- Ambiance intimiste
- Déco originale"
310,dominique r,DominiqueR37,19 mars 2013,Un excellent japonais,4.0,No information,1044,"Le meilleur restaurant japonais que je connaisse
Certes il faut compter 50€ par personne mais c'est bon,c'est frais et c'est original.
Le chef vous initie a sa cuisine  et vous appréciez un assortiment varie de cuisine japonaise et si c'est nippon ni mauvais je trouve personnellement que c'est drôlement bon"
311,Antoine Sauvage,Eltonio450,11 mars 2013,La redécouverte du sushi.,5.0,couples,20,"Un peu de changement dans les sushis :). Pour ceux qui en ont marre des menus sushis/sashimis/brochettes à 17 euros qu'on trouve partout. Alors oui, chez Wasabi c'est plus cher (compter 35/40 euros le ""menu""), mais c'est tout autre chose ! On redécouvre les sushis et autres misos. Et quelle découverte ! C'est frais, c'est bon, ça donne envie de partir au Japon.

En bref, une très bonne adresse japonaise à Lyon."
312,rosbeef26,rosbeef26,2 mars 2013,Pas n'importe quel japonais!!,4.0,couples,59,"Alors oui, ce n'est pas donné: plus de 100 euros pour deux avec le vin et les desserts!!!
Mais attention: vous n'aurez pas dans votre assiette le vulgaire maki ou l'anonyme sushi sans parler de l'insipide soupe miso ou salade. Vous aurez en plus du restaurant japonais classique: l'accueil extrèmement chaleureux, la décoration classe et typique (style miyasaki), la présentation des assiettes par la serveuse qui vous explique comment manger vos makis, sushis et autres sashimis (alors que je ne savais même pas qu'il y avait un sens), le graphisme élaboré des plats dans l'assiette et enfin l'exceptionnelle qualité des produits.
Alors si vous souhaitez manger un repas japonais sans relief et sans surprise, passez votre chemin. Par contre, si vous souhaitez manger réellement japonais, allez-y de toute urgence: attention réservez et économisez mais cela vaut le coup!!!"
313,Loval,Lovalvif,23 février 2013,Authentique cuisine japonaise,5.0,couples,209,"Une très bonne impression lorsque l'on sort d'un tel restaurant.
Tout d'abord le décor travaillé qui pose une ambiance agréable et reposante. La carte proposée est suffisante et le service attentionné avec une description verbale des plats. Leur qualité est d'ailleurs irréprochable, poisson de haute fraîcheur et beignets succulents. Le tarif est raisonnable étant donné la qualité des produits et leur préparation. Une référence à Lyon parmi les nombreuw pseudo"
314,Alala,AnneL467,1 février 2013,Extra !,5.0,No information,108,"Les meilleurs sushis, sashimis et makis jamais mangés ! Les plats sont frais et délicieux, le cadre est décoré de façon délicate et avec goût. Ce restaurant est certes assez cher mais il vaut vraiment le détour. Nous sommes très loin des chaînes de sushis qui ont envahi notre paysage ces dernières années.
Le chef vous enseigne l'art de déguster les mets raffinés qu'il prépare.
Et pour ceux qui craignent le poisson cru, vous pourrez vous rabattre les yeux fermés sur le boulgogui, un barbecue de bœuf mariné. Il est délicieux et il est servi avec un kimchi à tomber ! "
315,Stabeyla,Stabeyla,14 janvier 2013,Wahouuuuu !,5.0,couples,96,"Dîner en amoureux, c'est la bonne adresse !  Le cadre est sublime (on y est allé le soir), le service est plus que soigné, en plus le chef sort souvent de sa cuisine pour venir parler de sa cuisine et comment bien manger tel ou tel plat. Les plats sont à tomber, fins, délicieux, frais, fondants,..! Certes, c'est un peu cher mais je vous assure ça en vos la peine. Vaut mieux réserver."
316,Cyr1c,Cyr1c,19 décembre 2012,Le meilleur japonnais de lyon,5.0,No information,70,"Sans aucun doute et sans aucune hésitation, il s'agit du meilleur restaurant de sushi de lyon ! Les prix sont conséquents mais la finesse des saveurs vaut ce petit extra. Bien réservé à l'avance et écouter les conseils du ""maitre""."
317,Mathias C,mathiasc729,20 novembre 2012,Un des meilleurs japonais de Lyon!!!,4.0,friends,28,"Dépaysement total!!!! Le resto n'est pas situé dans un des plus joli coin de lyon et pourtant la déco nous permet de voyager. Service très sympa. Certainement les meilleurs sushi de lyon. Le chef très gentil amene les plats lui même et explique les différents mets.  
Très bon moment passé!!"
318,Val D,ValD230,8 novembre 2012,voyage au coeur du presque parfait !,5.0,couples,167,"dès l'entrée dans le restaurant nous voyageons au Japon ! décors, présentation des plats, contenu, fraîcheur, saveur, service, accueil, explication sur les plats et l'ordre de dégustation... tout y est excellent !
petit restaurant où il vaut mieux avoir réservé sa table bien que nous ayons eu la chance (à deux) en semaine, d'y manger sans réservation à 19H30 horaire d'ouverture !!
il est évident que nous reviendrons pour déguster d'autres saveurs !"
319,soofff,soofff,30 octobre 2012,De la fraîcheur dans son assiette,5.0,friends,38,"Miam miam quel bonheur ce petit resto. Des produit frais, de la qualité et de la quantité. On ne se lasse pas de déguster des sushis fondants, des californias rolls savoureux, le tout magnifiquement présenté. Avec en plus les conseils de dégustation du chef. Un vrai bonheur. 
La décoration invite au voyage, on se sent tellement bien qu'on prend son temps
Un seul bémol... Le resto n'accepte pas les tickets resto... dommage j'aurai bien repris des sashimis moi..."
320,AugustinCE,AugustinCE,30 octobre 2012,Une expérience inoubliable.,5.0,friends,8,"Un très bon souvenir du Wasabi, en dépit de l'emplacement un peu glauque, le restaurant vous fera voyager au Japon dès la porte franchie. 
Les plats sont d'une grande qualité, les poissons sont d'origine contrôlée et contre la surpêche. (d'où en partie le prix élevé). 
Le chef vient lui-même vous expliquer comment et dans quel ordre déguster les préparations que vous avez commandé. 
Les alcools japonais  proposés sont excellents."
321,SoLyon,SoLyon,14 octobre 2012,Valeur sure,5.0,couples,555,"Plusieurs visites, jamais déçue. Avec tous les restaurants japonais de Lyon, il est difficile de trouver mieux ! Les menus proposés (environ 30 euros) sont parfaits, j'ai rarement mangé de sushis aussi frais et authentiques. 
Le service est agréable, et la carte des vins reste abordable."
322,Louis G,58michelg,7 octobre 2012,un excellent japonais,4.0,friends,56,"Un très bon restaurant japonais (tenu par des coréens), le poisson y est excellent, on y trouve également des poissons rares (sushi de nageoire de turbot), le seul bémol se trouve à l'arrivée de l'addition, bien que la qualité de la cuisine fasse totalement oublier le prix."
323,Melina L,MelinaL57,7 septembre 2012,Excellent,5.0,friends,13,"Les meilleurs sushis de Lyon! Superbe ambiance, serveurs très gentils... poisson fondant dans la bouche. N'ai jamais mangé d'aussi bons california rolls.... ça explose en bouche.....mmh un délice!"
324,Raw W,RawW_12,21 août 2012,Un plaisir hors norme,5.0,No information,62,"Des l arrivé on est charmé par l accent de la serveuse: le Japon!

Deco superbe, vraiment dépaysant, des branche de cerisier, des petites guirlandes, des extraits d articles sur un film tourné dans le restaurant. Mais tout le charme du wasabi n est pas la...

Le gros plus se joue dans l assiete! Le menu bento est bien même pour les gros mangeur. Il vous permet de goûter à un peu tout ce que le wasabi peut vous proposer.

Le chef se déplace en personne pour vous expliquer dans quel ordre,manger les différents éléments du repas, comment les assaisonner. Pour une fois on ne vous pose pas juste des sushis sur la table. Et c est la que l on se rend compte qu il y a un véritable ""cérémonial"" autour de la dégustation des sushis. Mais je n en dirai pas plus... ;)

Tout est bon dans l assortiment proposé et pourtant je redoutais de goûter certains sushis.

Maintenant je redoute d aller dans un autre restaurant à sushis..."
325,Justinlelap,Justinlelap,19 août 2012,Parfait !,5.0,No information,5,"La décoration est ravissante, le service discret mais très attentionné (avec des conseils bien utiles sur l'ordre de dégustation des viandes et poissons, et beaucoup de bienveillance pour les demandes de modification du menu de mon épouse ""tatillonne"" ;0)). Les menus du soir sont un peu au dessus de 30 euros, mais la qualité et le gout sont au rendez-vous, je ne regrette pas. Je me souviendrai longtemps du sushi à l'anguille grillée de mon menu bento, une vraie découverte pour moi... J'y retournerai sans aucun doute."
326,Raoul L,RaoulL61,27 juillet 2012,Les meilleurs sushis de Lyon,5.0,friends,3,"Ayant vécu au Japon j'ai un niveau d'exigence très élevé en matière de sushis, et le wasabi ne m'a pas déçu.
l'ambiance est magnifique d'une part, d'autre part les produits sont de très très bonne qualités.
il vaut largement son prix et est sans équivalent sur lyon."
327,shirubi,shirubi,19 juillet 2012,Pour les amateurs de sushis,5.0,none,7,"je n'ai jamais mangé de meilleurs sushis sur Lyon que dans ce restaurant.
La qualité des produits est extraordinaire, le cadre du restaurant ne paye pas de mine mais, dès que vous commencez à manger, vous oubliez tous le reste (même la note). C'est sans conteste le restaurant dans lequel je vais manger des sushis et que je recommande autour de moi.
Les autres plats sont également très bons."
328,Eric D,ericd154,24 avril 2012,Excellent,5.0,business,29,"attiré par les commentaires parfois dytirembiques je me suis rendu dans ce restaurant un peu perdu dans une rue peu passante.
Ce fut une expérience culinaire interessante. des makis une soupe miso et un dessert (moins bien que le reste) et surtout alors que le restaurant était complet, le chef qui se déplace pour me faire voir comment accomoder (avec la sauce nuoc man) les makis allant jusqu'a me le faire manger!
Je recommande donc sans hésitation malgré une addition de 39€ pour le menu de base."
329,Eva M,evam80,23 avril 2012,Excellent Japonais,4.0,none,3,"cadre très sympa, typique,  cuisine de qualité et soignée. 
Vous n'aurez aucune surprise, allez y en toute confiance
Réserver à l'avance!! 
Les patrons sont des japonais sympathique, mais rester attentif lors d'une petite discussion ou explication sur la consommation d'un plat.
Quelques difficultés de stationnement, s'armer de patience!!!"
330,Lucie G,LucieG684,8 avril 2012,dîner japonais exquis,5.0,couples,2,"Nous sommes tombés amoureux de ce petit restaurant un peu à l'écart - la cuisine est excellente, les sushi incroyablement frais avec un service impeccable. Un plat était un petit peu long arriver, mais franchement on n'avait pas remarqué mais on nous a offert un petit plat en attendant, même sans demander. Fortement conseillé. Excellent rapport qualité prix."
331,Sara,Sara-Benerville,26 février 2012,"Meilleur japonais essayé, nous n'avons pas trouvé mieux même au Japon!",5.0,No information,1,"En peu réticente au début car j'adore le saumon cru mais je trouve spéciaux les autres surtout les poissons blancs. Pourtant ils étaient simplement excellents, rien a voir avec ce qu on connaissait! Goût magnifique, cours du chef surprenant restera un excellent souvenir. Seul bémol le prix 90€ pour 2 personnes, avec 3 desserts et café mais la qualité reste, le prix s'oublie. Réservation obligatoire"
332,hask74,hask74,12 février 2012,sushi d'une très belle facture avec des touches personelles,5.0,none,582,"Wasabi n'a pas volé sa renommée. Tout est excellent, frais et bien présenté. Dans le menu EBI à 33 euros vous avez droit a une bonne salade de laitue au saumon fumé, les maki et soupe miso très bonne, en suite les nigiri sushi. Dans ces derniers figure une innovation: la chair de la nageoire du turbot grillé. Des instructions quant à l'ordre dans lequel manger les sushi peuvent etonner: poisson blqnc, poisson rouge, crevette... Tiramisu au thé vert  à 7 euros pas mal. Biere Asahi et kirin à 4euros. surtout apprécié le saké affiné au bois de cèdre ""taruzaké"" cher mais complexe à 26 euros les 300 cl, à savourer. Si on voulait critiquer , pas de serviettes chaudes au début du repas."
333,ERRE_43,ERRE_43,7 février 2012,EXTRAORDINAIRE,5.0,none,38,"Très bon accueil, et très bon service.
une vrai découverte pour nous, et une très bonne cuisine.
Rien a dire, service parfait, dégustation parfaite! enfin un vrai restaurant japonais.
Super adresse: les serveurs ne nous pressent pas, nous avons pu prendre notre temps et déguster calmement les bons plats japonais, avec une explication très intéressante du serveur sur la façon de manger le plat.
super soirée en amoureux"
334,Kardvador,Kardvador,1 février 2012,Magique ? Pédagogique ? Onirique ? A vous de choisir,5.0,none,157,"Il y a quelque chose d’énigmatique dans ce restaurant japonais caché dans le 7eme arrondissement, hors des grands axes, et qui caracole dans le top 10 des restaurants de la ville…

Ce qui frappe au premier regard, c’est sa décoration non conventionnelle, basée sur des cerfs-volants et des guirlandes, qui flottent au-dessus de la salle, colorés et chatoyants. On se sent plus dans une salle d’art plastique ou dans une chambre d’enfant joyeux et créatif.

Ce sentiment se prolonge à l’arrivée des plats. Il faut patienter un peu après l’entrée rapidement servie car tout est préparé à la commande et c’est une des grandes forces de l’endroit.

Cette fraicheur se retrouve dans toutes les pièces du puzzle que constitue votre repas. Assemblés au sein d’un plateau fort beau, les sushis, les sashimis, les tempuras, les salades, les bouillons sont autant de moments subtils et délicats. Il faut commencer par le sushi de saumon aux œufs de poissons volants…

Ensuite, le chef peut venir vous guider pour vous expliquer quelle est la suite logique de votre plateau (les poissons blancs d’abord, puis le saumon…), comment il faut préparer la sauce avec le wasabi, comment tremper le poisson du sushi sans mouiller le riz… Et puis… Il vous demandera peut-être vos baguettes pour vous montrer comment faire avant de vous enfourner dans la bouche la première bouchée. Puis la seconde. Tout ça avec force explications.

Cette intrusion au sein de votre repas semble motivée par une volonté pédagogique sincère même si on peut être un tantinet gêné par cette prise en main assez dirigiste mais on peut aussi trouver amusant de voir sa voisine de table nourrie à la béquée…

Le menu ne semble pas exactement abordable en première lecture même si le restaurant offre une formule à 18 €. Les formules haut de gamme valent néanmoins le détour pour un déjeuner allongé ou un dîner.  Je recommande chaleureusement cette adresse qui m'a permis de reconvertir un blasé du restaurant japonais..."
335,Sof2Lyon,Sof2Lyon,23 janvier 2012,LE restaurant japonais comme on l'aime,5.0,none,22,"De la décoration au contenu de l'assiette en passant pas l'ambiance zen, l'accueil et l'amabilité du personnel, il n'y a pas de fausse note.
Ce restaurant est une adresse que nous recommandons à chaque fois que quelqu'un nous dit chercher un bon restaurant japonais.
Les plats sont de qualité et préparés au fur et à mesure des commandes.
Adresse à retenir !"
336,Tulipierdevirginie,Tulipierdevirginie,3 janvier 2012,un haut de gamme japonais,5.0,none,755,"Nous avons passé un moment merveilleux dans ce restaurant au décor magique. Les mets sont délicieux et nous avons tout apprécié !  Nous conseillons le BENTO qui est certes assez cher, mais qui permet de goûter également autre chose que des  ""sushis - makis - sashimis "". Le poisson est fondant. Par contre cela reste un restaurant  onéreux par rapport à d'autres....avec 2 apéros + 1 bouteilles de 37.5 + 1 bento + ebi nous en avons eu pour 94€ !"
